firstAuthor	accessionId	publicationDate	journal	title	reportedTrait	efoTraits	bgTraits	discoverySampleAncestry	"replicationSampleAncestry"	associationCount	summaryStatistics	ssApiFlag	agreedToCc0	genotypingTechnologies	pubmedId	initialSampleDescription	"replicateSampleDescription"
"Karjalainen MK"	GCST90302155	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol to total lipids ratio in very small VLDL"	"very low density lipoprotein cholesterol measurement,free cholesterol:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		28	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302155"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302156	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total lipids in very small VLDL"	"total lipids in very small VLDL measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		55	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302156"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302157	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Concentration of very small VLDL particles"	"very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		56	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302157"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302158	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phospholipids in very small VLDL"	"phospholipids in VLDL measurement "	-	"4435 East Asian,11340 South Asian,120241 European"		55	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302158"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302159	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phospholipids to total lipids ratio in very small VLDL"	"very low density lipoprotein cholesterol measurement,phospholipids:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		32	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302159"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302160	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglycerides in very small VLDL"	"triglycerides in very small VLDL measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		57	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302160"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302161	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglycerides to total lipids ratio in very small VLDL"	"triglycerides:total lipids ratio,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		42	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302161"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302162	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol levels in chylomicrons and extremely large VLDL"	"chylomicron measurement,total cholesterol measurement,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		38	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302162"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302163	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol to total lipids ratio in chylomicrons and extremely large VLDL"	"chylomicron measurement,very low density lipoprotein cholesterol measurement,cholesterol:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		21	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302163"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302164	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Cholesteryl ester levels in chylomicrons and extremely large VLDL"	"cholesteryl ester measurement,chylomicron measurement,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		38	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302164"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302165	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Cholesteryl esters to total lipids ratio in chylomicrons and extremely large VLDL"	"chylomicron measurement,very low density lipoprotein cholesterol measurement,cholesteryl esters:total lipids ratio"	-	"4435 East Asian,11340 South Asian,110896 European"		19	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302165"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,110,896 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302166	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol levels in chylomicrons and extremely large VLDL"	"free cholesterol measurement,chylomicron measurement,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		32	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302166"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302167	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL"	"chylomicron measurement,very low density lipoprotein cholesterol measurement,free cholesterol:total lipids ratio"	-	"4435 East Asian,11340 South Asian,110896 European"		17	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302167"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,110,896 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302168	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total lipid levels in chylomicrons and extremely large VLDL"	"chylomicron measurement,very low density lipoprotein cholesterol measurement,lipid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		33	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302168"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302169	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Concentration of chylomicrons and extremely large VLDL particles"	"chylomicron measurement,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		33	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302169"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302170	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phospholipid levels in chylomicrons and extremely large VLDL"	"chylomicron measurement,very low density lipoprotein cholesterol measurement,phospholipid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		36	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302170"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302171	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phospholipids to total lipids ratio in chylomicrons and extremely large VLDL"	"chylomicron measurement,very low density lipoprotein cholesterol measurement,phospholipids:total lipids ratio"	-	"4435 East Asian,11340 South Asian,110896 European"		20	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302171"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,110,896 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302172	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglyceride levels in chylomicrons and extremely large VLDL"	"chylomicron measurement,triglyceride measurement,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		34	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302172"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302173	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglycerides to total lipids ratio in chylomicrons and extremely large VLDL"	"chylomicron measurement,triglycerides:total lipids ratio,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,110896 European"		18	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302173"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,110,896 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301941	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Acetate levels"	"acetate measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		7	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301941"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301942	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Acetone levels"	"acetone measurement"	-	"4435 East Asian,11340 South Asian,114536 European"		10	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301942"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,114,536 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301943	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Alanine levels"	"alanine measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		33	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301943"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301944	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Albumin levels"	"serum albumin measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		11	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301944"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301945	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Apolipoprotein A-I levels"	"apolipoprotein A 1 measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		48	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301945"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301946	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Apolipoprotein B levels"	"apolipoprotein B measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		56	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301946"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301947	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Ratio of apolipoprotein B to apolipoprotein A1 levels"	"apolipoprotein A 1 measurement,apolipoprotein B measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		59	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301947"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301948	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"3-Hydroxybutyrate levels"	"3-hydroxybutyrate measurement"	-	"11340 South Asian,72076 European"		9	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301948"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"11,340 South Asian ancestry individuals,72,076 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301949	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Citrate levels"	"citrate measurement"	-	"11340 South Asian,72076 European"		11	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301949"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"11,340 South Asian ancestry individuals,72,076 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301950	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Conjugated linoleic acid"	"linoleic acid measurement"	-	"70413 European"		9	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301950"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"70,413 Non-Finnish European ancestry individuals"	NA
"Karjalainen MK"	GCST90301951	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Ratio of conjugated linoleic acid to total fatty acids"	"fatty acid measurement,linoleic acid measurement"	-	"70413 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301951"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"70,413 Non-Finnish European ancestry individuals"	NA
"Karjalainen MK"	GCST90301952	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Creatinine levels"	"creatinine measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		49	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301952"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301953	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Diacylglycerol levels"	"diglyceride measurement"	-	"74743 European"		17	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301953"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"74,743 Non-Finnish European ancestry individuals"	NA
"Karjalainen MK"	GCST90301954	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Ratio of diacylglycerol to triglycerides"	"triglyceride measurement,diglyceride measurement"	-	"74743 European"		7	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301954"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"74,743 Non-Finnish European ancestry individuals"	NA
"Karjalainen MK"	GCST90301955	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Docosahexaenoic acid (22:6) levels"	"docosahexaenoic acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		32	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301955"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301956	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Ratio of 22:6 docosahexaenoic acid to total fatty acids"	"docosahexaenoic acid measurement,fatty acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		12	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301956"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301957	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Esterified cholesterol levels"	"esterified cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		54	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301957"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301958	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Estimated description of fatty acid chain length not actual carbon number"	"fatty acid change measurement"	-	"74743 European"		17	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301958"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"74,743 Non-Finnish European ancestry individuals"	NA
"Karjalainen MK"	GCST90301959	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Omega-3 fatty acids levels"	"omega-3 polyunsaturated fatty acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		31	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301959"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301960	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Ratio of omega-3 fatty acids to total fatty acids"	"fatty acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		12	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301960"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301961	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Omega-6 fatty acids levels"	"omega-6 polyunsaturated fatty acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		54	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301961"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301962	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Ratio of omega-6 fatty acids to total fatty acids"	"fatty acid measurement"	-	"4435 East Asian,11340 South Asian,110896 European"		23	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301962"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,110,896 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301963	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol levels"	"free cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		56	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301963"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301964	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Glucose levels"	"glucose measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		17	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301964"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301965	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Glutamine levels"	"glutamine measurement"	-	"4435 East Asian,11340 South Asian,115911 European"		26	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301965"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,115,911 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301966	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Glycerol levels"	"glycerol measurement"	-	"11340 South Asian,30718 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301966"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"11,340 South Asian ancestry individuals,30,718 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301967	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Glycine levels"	"glycine measurement"	-	"11340 South Asian,78883 European"		22	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301967"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"11,340 South Asian ancestry individuals,78,883 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301968	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Glycoprotein acetylation"	"glycoprotein measurement"	-	"4435 East Asian,11340 South Asian,113034 European"		25	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301968"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,113,034 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301969	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol in HDL2"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		64	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301969"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301995	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol in large HDL"	"total cholesterol change measurement,high density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		57	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301995"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301996	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol to total lipids ratio in large HDL"	"cholesterol:total lipids ratio,high density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		38	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301996"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301997	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Cholesterol esters in large HDL"	"cholesterol esters in large HDL measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		56	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301997"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301998	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Cholesteryl esters to total lipids ratio in large HDL"	"cholesteryl esters:total lipids ratio,high density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		31	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301998"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90301999	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol in large HDL"	"free cholesterol in large HDL measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		58	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301999"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
